source_file,battery_id,test_id,uid,start_time,ambient_temperature,Capacity,Re,Rct,Voltage_measured_mean,Voltage_measured_std,Voltage_measured_min,Voltage_measured_max,Voltage_measured_first,Voltage_measured_last,Current_measured_mean,Current_measured_std,Current_measured_min,Current_measured_max,Current_measured_first,Current_measured_last,Temperature_measured_mean,Temperature_measured_std,Temperature_measured_min,Temperature_measured_max,Temperature_measured_first,Temperature_measured_last,Current_load_mean,Current_load_std,Current_load_min,Current_load_max,Current_load_first,Current_load_last,Voltage_load_mean,Voltage_load_std,Voltage_load_min,Voltage_load_max,Voltage_load_first,Voltage_load_last,Time_mean,Time_std,Time_min,Time_max,Time_first,Time_last,n_measurements,Voltage_measured_range,Current_measured_range,Temperature_measured_range,Current_load_range,Voltage_load_range,Time_range,duration_seconds,cycle_number,SOH,initial_capacity,SOH_relative,RUL_cycles,health_class
05142.csv,B0005,21,5142,[2008.       4.       4.       9.      57.      19.765],24,1.8246195526864504,,,3.54929231974095,0.24374302251465654,2.472448301852732,4.188916055911241,4.188916055911241,3.2662755750614747,-1.863380178294828,0.5281400480827111,-2.0160713863396573,0.0026264001899385,-0.0035225814810401,0.0002850517079693,32.15709350345253,3.4283380241436205,24.43128509546442,38.54143406601644,24.43671599422777,35.32247968803144,-1.8502624338624338,0.5245530921716226,-1.9984,-0.0006,-0.0006,-0.0006,2.4602222222222223,0.7087589267953219,0.0,4.203,0.0,0.0,1736.7096984126983,1024.2805609710715,0.0,3530.25,0.0,3530.25,189,1.7164677540585087,2.0186977865295956,14.110148970552022,1.9978,4.203,3530.25,3530.25,11,0.9123097763432252,1.8564874208181572,0.9828343204622079,157,Healthy
05145.csv,B0005,24,5145,[2008.       4.       4.      17.      56.      27.609],24,1.814201935767392,,,3.559759220648976,0.22947624709797754,2.64956413267546,4.189876247266316,4.189876247266316,3.296199859463087,-1.872968810287894,0.5130716590837108,-2.016851865845563,0.0023645237017673,-0.0007535800248102,-0.0007757313952882,32.36407129853099,3.372628957375286,24.74037188089418,38.52197451768004,24.7443285138996,35.59296016104038,-1.8593454545454546,0.509426232821021,-1.9984,-0.0006,-0.0006,-0.0006,2.4758021390374334,0.6870295797389371,0.0,4.205,0.0,0.0,1717.784090909091,1012.9319978606856,0.0,3491.016,0.0,3491.016,187,1.5403121145908556,2.0192163895473305,13.781602636785863,1.9978,4.205,3491.016,3491.016,12,0.907100967883696,1.8564874208181572,0.9772228539894281,156,Healthy
05147.csv,B0005,26,5147,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,1.8137521577549052,,,3.558081969139198,0.23524097823363493,2.5724981777366227,4.189286794768804,4.189286794768804,3.2717574155336004,-1.8826095043160835,0.49561651324480943,-2.016393908986775,0.001858378552761,0.001858378552761,-0.0004724383560177,32.3181954403762,3.38303475344598,24.73310769931152,38.582485834057856,24.73663909953236,35.96127245490519,-1.8693247311827956,0.4920713355571066,-1.9984,-0.0006,-0.0006,-0.0006,2.493279569892473,0.666547090700196,0.0,4.204,0.0,0.0,1708.225698924731,1007.1433634893358,0.0,3470.281,0.0,3470.281,186,1.616788617032181,2.018252287539536,13.849378134746335,1.9978,4.204,3470.281,3470.281,13,0.9068760788774526,1.8564874208181572,0.9769805803238794,155,Healthy
05149.csv,B0005,28,5149,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,1.8134404914735824,,,3.555692244172496,0.23855345527869304,2.5249886697730286,4.188837765892728,4.188837765892728,3.264855084085025,-1.882536787636365,0.49562114622240877,-2.0158117255163046,0.0022664654273509,-0.0010414987447677,-0.0025059931998262,32.15709029211502,3.435270322883194,24.44798340505406,38.52029413487392,24.44798340505406,35.86960969538033,-1.8693247311827956,0.4920757242661841,-1.9984,-0.0006,-0.0006,-0.0006,2.4930591397849464,0.6672692084036101,0.0,4.203,0.0,0.0,1707.6932258064517,1007.1263706200187,0.0,3470.0,0.0,3470.0,186,1.6638490961196997,2.0180781909436556,14.072310729819861,1.9978,4.203,3470.0,3470.0,14,0.9067202457367912,1.8564874208181572,0.9768127007692818,154,Healthy
05151.csv,B0005,30,5151,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,1.8025980036306504,,,3.5627468180175024,0.2245337571832238,2.694621861688723,4.189110301768517,4.189110301768517,3.309111201518355,-1.8817935155260215,0.49675893020691225,-2.0193509920362724,0.0013199464372558,-0.0024120474664846,-3.782314130409493e-05,32.04407000314609,3.3695773679332652,24.46309712112356,38.21358592965045,24.47211924021532,35.53204380823203,-1.868625945945946,0.4933185294483295,-1.9982,-0.0006,-0.0006,-0.0006,2.493508108108108,0.6664548903397843,0.0,4.203,0.0,0.0,1698.3709945945948,1001.5324311316504,0.0,3450.297,0.0,3450.297,185,1.494488440079794,2.020670938473528,13.750488808526889,1.9976,4.203,3450.297,3450.297,15,0.9012990018153252,1.8564874208181572,0.9709723768751648,153,Healthy
05153.csv,B0005,32,5153,[2008.       4.       5.      10.      30.      32.312],24,1.80210690024615,,,3.5614521756489204,0.22859181141516513,2.64010141737067,4.18921207304098,4.18921207304098,3.288149052868925,-1.8921861285036712,0.47831759427948484,-2.0164420273602586,0.0030782527761262,0.0025385113330863,-0.0013593325342655,31.93159367491153,3.39448136823538,24.32051139249706,38.1983618706913,24.325417128823226,35.810312891427124,-1.8787804347826087,0.4748910340908946,-1.9984,-0.0006,-0.0006,-0.0006,2.503380434782609,0.6422033425380332,0.0,4.204,0.0,0.0,1688.5975869565218,995.1925307551687,0.0,3429.407,0.0,3429.407,184,1.5491106556703098,2.0195202801363847,13.87785047819424,1.9978,4.204,3429.407,3429.407,16,0.901053450123075,1.8564874208181572,0.9707078432300708,152,Healthy
05155.csv,B0005,34,5155,[2008.       4.       5.      14.      34.      41.468],24,1.802579500826209,,,3.5603420474985814,0.23361517218115982,2.573903509838096,4.188899969428112,4.188899969428112,3.260754100903525,-1.9027629207037409,0.4583670956269601,-2.016465255161054,0.00090184864654,-0.0001220795671048,-0.0007935553983644,31.94165535902929,3.410138436875301,24.357321702352365,38.31926916027133,24.3625933569109,36.24247715216247,-1.8890437158469946,0.45527189925828754,-1.9984,-0.0006,-0.0006,-0.0006,2.5137704918032786,0.6165222131799165,0.0,4.203,0.0,0.001,1679.5417049180328,989.8182505356867,0.0,3409.484,0.0,3409.484,183,1.6149964595900164,2.0173671038075938,13.961947457918967,1.9978,4.203,3409.484,3409.484,17,0.9012897504131046,1.8564874208181572,0.9709624103091468,151,Healthy
05157.csv,B0005,36,5157,[2008.       4.       5.      18.      39.      25.218],24,1.8030683142834096,,,3.5591189041401865,0.23939502329865417,2.4942396831720126,4.188779799856791,4.188779799856791,3.2294668217844102,-1.9133470605822436,0.4370967010164596,-2.0181069603406625,-0.0004481239748701,-0.0043107457517728,-0.0044078937118165,31.96500864547673,3.4242153902176304,24.382419922756025,38.4787542519308,24.382419922756025,36.70221725120032,-1.89941978021978,0.43428852802420675,-1.9984,-0.0006,-0.0006,-0.0006,2.5288736263736262,0.5910965000228496,0.0,4.203,0.0,0.0,1670.3903406593408,984.36678389221,0.0,3390.422,0.0,3390.422,182,1.6945401166847782,2.0176588363657926,14.096334329174777,1.9978,4.203,3390.422,3390.422,18,0.9015341571417048,1.8564874208181572,0.9712257104811377,150,Healthy
05159.csv,B0005,38,5159,[2008.       4.       5.      22.      46.      35.484],24,1.802777624719604,,,3.557886771846508,0.24211638521908205,2.4556793246645583,4.189272591516219,4.189272591516219,3.224378894859077,-1.9131602105481538,0.437393752193808,-2.0170254305215485,0.0023375587090041,-0.0013923121351757,-0.0018621257169797,31.966241678512723,3.4428404616047543,24.355030419469987,38.54659017774874,24.36144926227676,36.77890978053394,-1.8994164835164835,0.4342928573147823,-1.9984,-0.0004,-0.0006,-0.0006,2.5293241758241756,0.5916773229982889,0.0,4.204,0.0,0.0,1669.7937802197803,984.2431909504402,0.0,3390.281,0.0,3390.281,182,1.7335932668516607,2.0193629892305527,14.191559758278753,1.998,4.204,3390.281,3390.281,19,0.901388812359802,1.8564874208181572,0.9710691300699019,149,Healthy
05162.csv,B0005,41,5162,[2008.       4.      18.      21.      10.      19.796],24,1.8470259949329195,,,3.5520375235511916,0.23477782948432754,2.632142800798914,4.187614060563439,4.187614060563439,3.2587403321633976,-1.8553455745575975,0.541469854476811,-2.01684718332263,0.0059551658046401,-0.0036042618843765,-3.5420680093982313e-05,32.37143341978575,3.367045402578317,24.54942444728521,38.44749852224995,24.558714742953534,34.93481911198889,-1.8422010416666668,0.537504614176185,-1.9984,-0.0006,-0.0006,-0.0006,2.4483229166666667,0.7228178062573984,0.0,4.202,0.0,0.0,1765.513078125,1041.515151674863,0.0,3591.734,0.0,3591.734,192,1.5554712597645248,2.0228023491272697,13.89807407496474,1.9978,4.202,3591.734,3591.734,20,0.9235129974664598,1.8564874208181572,0.994903587398902,148,Healthy
05166.csv,B0005,45,5166,[2008    4   19    2   29    9],24,1.847417311283644,,,3.5525668436897124,0.24481734753047016,2.5027764692056795,4.187628781108399,4.187628781108399,3.2180462147957645,-1.8746995273150973,0.5092300236214019,-2.016190951623346,0.0016182635202416,-0.0033381888932268,0.000151942055123,32.70024990461686,3.423475752251555,24.917503693363493,38.992275791716615,24.92210633449132,36.06881902912957,-1.8615263157894737,0.5056617687577144,-1.9984,-0.0006,-0.0006,-0.0006,2.4740684210526314,0.6829999810613241,0.0,4.202,0.0,0.0,1746.6842315789474,1030.3543523152475,0.0,3552.297,0.0,3552.297,190,1.68485231190272,2.0178092151435876,14.074772098353122,1.9978,4.202,3552.297,3552.297,21,0.923708655641822,1.8564874208181572,0.9951143705942721,147,Healthy
05170.csv,B0005,49,5170,[2008.       4.      19.       7.      47.      15.703],24,1.8361774213478947,,,3.556794038327039,0.23373891268927044,2.617507742871704,4.187447226312926,4.187447226312926,3.2573096268397737,-1.873827212788385,0.5103730187309344,-2.016760348146938,0.0025192157843694,-0.0014962307447162,-0.002765735473532,32.32266411829938,3.4041989923052722,24.56596639952811,38.51424197364312,24.56596639952811,35.57131957324699,-1.8607999999999998,0.5069012569084033,-1.9982,-0.0006,-0.0006,-0.0006,2.480037037037037,0.6843416184542782,0.0,4.203,0.0,0.0,1737.6627513227513,1024.6432623622154,0.0,3531.578,0.0,3531.578,189,1.5699394834412224,2.0192795639313075,13.948275574115005,1.9976,4.203,3531.578,3531.578,22,0.9180887106739474,1.8564874208181572,0.9890599854098059,146,Healthy
05174.csv,B0005,53,5174,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,1.825780747577624,,,3.5614100044534203,0.2254499468391751,2.694074478000972,4.187344026387161,4.187344026387161,3.2802567474945943,-1.883193546754683,0.49437303605838595,-2.0160230713598764,0.0037933120349866,-0.0038027294170364,-0.0001953488936994,31.98795810666763,3.4134139076577505,24.21658146702539,38.165816144899125,24.21658146702539,35.495530791461825,-1.8700117647058825,0.4908410785345667,-1.9984,-0.0006,-0.0006,-0.0006,2.492449197860963,0.6619231928747341,0.0,4.202,0.0,0.0,1718.3130374331552,1013.3828136585186,0.0,3492.907,0.0,3492.907,187,1.493269548386189,2.019816383394863,13.949234677873736,1.9978,4.202,3492.907,3492.907,23,0.912890373788812,1.8564874208181572,0.9834597999985366,145,Healthy
05178.csv,B0005,57,5178,[2008.       4.      19.      18.      27.      29.828],24,1.8251136435078368,,,3.5566107947817995,0.23129045070961074,2.6237674644021887,4.187438187636325,4.187438187636325,3.279765451158692,-1.873239184822504,0.5118130466075486,-2.01719076462715,0.0034388887386759,0.0013678911872666,-0.0019147055963251,31.89445652469139,3.4456420602833346,24.05499065781757,38.16526203587147,24.05499065781757,35.20943493671208,-1.860063829787234,0.5081576981325291,-1.9982,-0.0004,-0.0006,-0.0006,2.4792606382978724,0.6858223691880685,0.0,4.202,0.0,0.0,1727.275670212766,1018.6922708707807,0.0,3511.594,0.0,3511.594,188,1.5636707232341367,2.020629653365826,14.110271378053902,1.9978,4.202,3511.594,3511.594,24,0.9125568217539184,1.8564874208181572,0.9831004632950898,144,Healthy
05182.csv,B0005,61,5182,[2008.       4.      19.      23.      41.      55.687],24,1.825581504220376,,,3.5586742170266272,0.23910922447932845,2.5010798299873738,4.18774138117799,4.18774138117799,3.2050689156049863,-1.9139593751505897,0.43486489663084726,-2.016114862565665,0.0012614422239159,-0.0045452015201336,-0.0002569147850368,31.78039681801023,3.45434905120893,24.024851602995685,38.27549578575718,24.028778234327,36.50765859144094,-1.9004891304347826,0.43202489795093163,-1.9982,-0.0006,-0.0006,-0.0006,2.5292119565217392,0.5871833607070566,0.0,4.203,0.0,0.0,1689.6680706521743,996.1711422276978,0.0,3431.9370000000054,0.0,3431.9370000000054,184,1.6866615511906167,2.017376304789581,14.250644182761494,1.9976,4.203,3431.9370000000054,3431.9370000000054,25,0.912790752110188,1.8564874208181572,0.9833524772367372,143,Healthy
05186.csv,B0005,65,5186,[2008.       4.      20.       4.      54.      41.734],24,1.814031127508391,,,3.564103182686904,0.22432330178039428,2.68499881852498,4.188261122540052,4.188261122540052,3.276866922356563,-1.9030532722310995,0.45733623839603826,-2.016863630474281,0.0031353992245556,-0.0037058225959767,0.0006643566078412,31.688747146342205,3.4325354988357457,23.93622764909489,37.98216079918311,23.93841461307264,35.875137593603206,-1.889636956521739,0.4540879748462583,-1.9982,-0.0006,-0.0006,-0.0008,2.516663043478261,0.6134064124407843,0.0,4.203,0.0,0.0,1688.6594782608695,995.9550163947672,0.0,3431.125,0.0,3431.125,184,1.5032623040150717,2.0199990296988366,14.045933150088224,1.9976,4.203,3431.125,3431.125,26,0.9070155637541955,1.8564874208181572,0.977130847840027,142,Healthy
05190.csv,B0005,69,5190,[2008.       4.      20.      10.      16.      28.859],24,1.8147691941158937,,,3.5595880635942723,0.23463255580240522,2.547109116468133,4.187338767288234,4.187338767288234,3.2311300277309924,-1.9134590742247917,0.43606619958029547,-2.024643671910137,0.0011043615738374,-0.0010441513886458,-0.0025981755530684,31.596747992569153,3.4706354198378313,23.811534187517506,38.11100191887773,23.811534187517506,36.32486455253682,-1.8999540983606558,0.43315409088786344,-1.9982,-0.0006,-0.0006,-0.0006,2.5296010928961747,0.5882583526388286,-0.0,4.203,-0.0,0.0,1680.233169398907,990.6355269909275,0.0,3412.406,0.0,3412.406,183,1.640229650820101,2.0257480334839744,14.299467731360227,1.9976,4.203,3412.406,3412.406,27,0.9073845970579468,1.8564874208181572,0.9775284086310274,141,Healthy
05194.csv,B0005,73,5194,[2008.       4.      20.      15.      37.       5.281],24,1.813969388710352,,,3.556833231052199,0.24012901309651447,2.471314764334132,4.187560306288175,4.187560306288175,3.222025772526832,-1.9136209099025532,0.4361071320744154,-2.017291134571006,-3.060676830687782e-05,-0.0003129824916891,-0.0001462630300855,31.565586498787074,3.489822310500094,23.754765330883423,38.18831137948753,23.754765330883423,36.40687719604908,-1.8999562841530055,0.43314952149175256,-1.9982,-0.0006,-0.0006,-0.0006,2.527672131147541,0.5891073351698547,0.0,4.203,0.0,0.0,1679.238355191257,989.9779897195516,0.0,3410.688,0.0,3410.688,183,1.7162455419540428,2.017260527802699,14.433546048604107,1.9976,4.203,3410.688,3410.688,28,0.906984694355176,1.8564874208181572,0.9770975921350077,140,Healthy
05198.csv,B0005,77,5198,[2008.       4.      20.      20.      50.      38.921],24,1.802765665167823,,,3.5624410850948953,0.22531026238437626,2.6613903306108773,4.18805176248713,4.18805176248713,3.290082793730788,-1.9025819745719057,0.45861118124673544,-2.01713712589233,0.0037901043107805,0.0015907765842724,-0.0040120550638096,31.591246670452076,3.4646523131672615,23.79410930748377,37.99854111908584,23.79768342466196,35.87417260042261,-1.8890437158469946,0.4552670780587352,-1.9984,-0.0004,-0.0006,-0.0008,2.5117868852459013,0.614558238053096,0.0,4.203,0.0,0.0,1679.2831967213115,989.7937339164943,0.0,3410.718,0.0,3410.718,183,1.5266614318762528,2.0209272302031103,14.204431811602074,1.998,4.203,3410.718,3410.718,29,0.9013828325839115,1.8564874208181572,0.9710626880376819,139,Healthy
05202.csv,B0005,81,5202,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,1.804077040117352,,,3.559140710685566,0.23438290818377114,2.541762355407921,4.187667484260542,4.187667484260542,3.2511761852414898,-1.913062163863896,0.43741224856988115,-2.015946028510057,0.0006901740069088,-0.000675583650671,-0.0014514303266952,31.603485399391182,3.4921890736219945,23.80130098691845,38.194201649765226,23.80130098691845,36.40595071319766,-1.8994175824175825,0.4342880248509388,-1.9982,-0.0006,-0.0006,-0.0006,2.5213186813186814,0.5879874539030772,0.0,4.203,0.0,0.0,1670.9220934065934,985.0880774271357,0.0,3392.719,0.0,3392.719,182,1.645905128852621,2.016636202516966,14.392900662846777,1.9976,4.203,3392.719,3392.719,30,0.902038520058676,1.8564874208181572,0.9717690623092357,138,Healthy
05206.csv,B0005,85,5206,[2008.       4.      22.      15.      33.      49.875],24,1.8518025516704488,,,3.5573161327793144,0.2247833797121468,2.628919415830567,4.2010701773378685,4.2010701773378685,3.249283482317545,-1.9206181171184122,0.42109615164406833,-2.0167372379007014,0.0008475435827522,-5.4218711933377765e-05,-0.0014997014832476,31.91556385491565,3.5124329149973423,23.78129749955371,38.45796400011448,23.78129749955371,36.28230124882153,1.9067363881401616,0.4182759609518128,0.0006,1.9984,0.0006,0.0006,2.512035040431267,0.5744627914572451,0.0,4.216,0.0,0.0,1733.8072614555256,1004.8603305270158,0.0,3470.672,0.0,3470.672,371,1.5721507615073014,2.0175847814834538,14.67666650056077,1.9978,4.216,3470.672,3470.672,31,0.9259012758352244,1.8564874208181572,0.9974764875349149,137,Healthy
05210.csv,B0005,89,5210,[2008.       4.      22.      20.      26.      18.921],24,1.8307038456739428,,,3.5618707827727376,0.22357204457691426,2.6312552691827045,4.1996223345495824,4.1996223345495824,3.260087599199005,-1.9298830859597569,0.3998423776454544,-2.0183057226929555,0.0011650883880798,-0.0008182048183192,-0.0012288150483861,32.081128118597164,3.396156880374484,24.2036410699716,38.49126351534004,24.204043411413554,36.73981915365346,1.9161506849315069,0.39710102208023446,0.0006,1.9984,0.0006,0.0006,2.5250219178082194,0.5478159327927462,0.0,4.215,0.0,0.0,1705.8462164383561,988.5776515262704,0.0,3414.109,0.0,3414.109,365,1.568367065366878,2.0194708110810353,14.287622445368438,1.9978,4.215,3414.109,3414.109,32,0.9153519228369714,1.8564874208181572,0.9861116348782738,136,Healthy
